system:index,B11,B12,B2,B3,B4,B8,label,.geo
554,1866.0,1252.0,301.0,583.0,390.5,4071.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.0786475031246641,48.058924469346074]}"
555,1866.0,1252.0,261.0,467.5,335.0,2760.5,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.08798998207950713,48.02398000479383]}"
556,1866.0,1252.0,312.0,649.0,370.0,4540.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.09508667282405135,48.001252628105604]}"
557,1866.0,1252.0,325.5,612.0,364.0,4508.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2626224733123421,48.03952085920909]}"
558,1866.0,1252.0,565.0,873.0,1236.0,2941.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.10820207597219636,48.028651244271245]}"
559,1866.0,1252.0,267.0,505.0,366.0,2785.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.12949214820582902,48.08901803136408]}"
560,1866.0,1252.0,310.0,504.0,451.0,2396.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.20998119766293816,48.05901430087449]}"
561,1866.0,1252.0,385.0,728.0,508.0,3063.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.14054142620049914,48.069434758170274]}"
562,1866.0,1252.0,382.5,749.5,884.0,2190.5,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1310192841888322,48.056319355022126]}"
563,1866.0,1252.0,615.0,892.5,1135.0,2655.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.11556826130197644,48.05667868113577]}"
564,1866.0,1252.0,311.5,624.0,382.5,3617.5,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.08843913972156689,48.052546430828826]}"
565,1866.0,1252.0,234.0,415.0,294.0,3124.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.159585710223833,48.05578036585165]}"
566,1866.0,1252.0,440.5,734.5,677.0,3184.5,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.29990255760330226,48.029639391083776]}"
567,1866.0,1252.0,253.5,471.0,277.5,3622.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.07936615535195972,48.05146845248788]}"
568,1866.0,1252.0,390.5,676.0,653.0,2632.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.09077475946027765,48.02694444523142]}"
569,1866.0,1252.0,316.0,492.0,363.0,3217.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.06705923595952228,48.056319355022126]}"
570,1866.0,1252.0,846.0,1266.0,1692.0,3002.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2149219317255955,48.0568583441926]}"
571,1866.0,1252.0,269.5,634.5,300.0,5416.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.06678974137428642,48.00376791090113]}"
572,1866.0,1252.0,389.5,675.5,594.0,3316.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.07873733465307606,48.07159071485216]}"
573,1866.0,1252.0,494.0,875.0,1013.0,2863.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2972076117509437,48.04113782672051]}"
574,1866.0,1252.0,723.0,1014.0,1082.0,2901.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.10712409763125294,48.05497188209595]}"
575,1866.0,1252.0,358.0,629.0,401.0,3596.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2751988872900154,48.03386147291914]}"
576,1866.0,1252.0,348.0,630.0,504.0,3397.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.08700183526697565,48.06090076297114]}"
577,1866.0,1252.0,622.5,908.0,1264.0,2740.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.245913809027719,48.065841497033794]}"
578,1866.0,1252.0,722.0,1032.0,1436.0,3028.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.24465616762995168,48.06126008908478]}"
579,1866.0,1252.0,496.0,847.0,1048.0,2271.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.14880592681439872,48.06503301327809]}"
580,1866.0,1252.0,404.0,733.0,602.0,3492.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.08798998207950713,48.06988391581233]}"
581,1866.0,1252.0,644.0,1128.0,1354.0,2640.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2679225334886473,48.058205817118775]}"
582,1866.0,1252.0,306.0,649.0,347.0,4289.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.19812343591256046,48.06054143685749]}"
583,1866.0,1252.0,461.0,751.0,626.0,4013.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.24959690169260904,48.06386520340873]}"
584,1866.0,1252.0,420.0,687.0,782.5,3609.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1435956981665055,48.06647031773268]}"
585,1866.0,1252.0,503.5,779.0,975.5,2234.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.08502554164191271,48.078956900181936]}"
586,1866.0,1252.0,320.5,566.5,481.5,3077.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.24285953706171262,48.070602568039625]}"
587,1866.0,1252.0,292.0,538.0,396.5,3270.5,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.07963564993719557,48.081112856863825]}"
588,1866.0,1252.0,414.5,765.5,673.5,3079.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.3311639294906616,48.059643121573366]}"
589,1866.0,1252.0,546.0,851.0,1112.0,2928.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.12589888706935093,48.01876977614593]}"
590,1866.0,1252.0,774.5,1097.0,1239.0,2887.5,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.300351715245362,48.029369896498544]}"
591,1866.0,1252.0,425.0,638.0,525.0,3481.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.14009226855843937,48.022003711168765]}"
592,1866.0,1252.0,298.5,595.5,433.0,3150.5,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.09373919989787206,48.02999871719742]}"
593,1866.0,1252.0,376.0,718.0,509.0,3902.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2350441940898728,48.06458385563603]}"
594,1866.0,1252.0,375.5,601.5,512.5,3026.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2181558667484258,48.02137489046988]}"
595,1866.0,1252.0,297.0,670.0,340.0,4102.5,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.12311410968858041,48.02290202645288]}"
596,1866.0,1252.0,298.5,549.0,437.5,3478.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.08170177509067048,48.039161533095445]}"
597,1866.0,1252.0,282.0,643.0,463.0,3860.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.10146471134129995,48.037903891697674]}"
598,1866.0,1252.0,520.5,786.0,877.0,2699.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1320074310013637,48.0282919181576]}"
599,1866.0,1252.0,358.0,616.0,522.5,2575.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.0910442540455135,48.05380407222659]}"
600,1866.0,1252.0,2810.0,2958.0,2900.0,3364.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.10002740688670872,48.02182404811194]}"
601,1866.0,1252.0,688.0,1056.0,998.0,3399.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2953211496542927,48.08219083520477]}"
602,1866.0,1252.0,459.0,549.0,575.0,1493.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.21923384508936922,48.02586646689048]}"
603,1866.0,1252.0,543.0,796.0,821.0,2775.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.3344876960419038,48.02137489046988]}"
604,1866.0,1252.0,871.0,1148.0,1432.0,2150.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.13757698576290472,48.012481569157096]}"
605,1866.0,1252.0,937.0,1126.0,1424.0,2393.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.14781778000186727,48.05712783877784]}"
606,1866.0,1252.0,634.0,758.5,748.5,1463.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1532076717065844,48.04446159327175]}"
607,1866.0,1252.0,557.0,664.0,634.5,1413.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.3197553253823437,48.0087984764922]}"
608,1866.0,1252.0,540.5,639.0,665.5,1190.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1907572505827804,48.00754083509444]}"
609,1866.0,1252.0,650.0,801.0,831.0,1648.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16919768376391187,48.06054143685749]}"
610,1866.0,1252.0,552.0,805.0,845.0,2486.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2243542422088505,48.07051273651122]}"
611,1866.0,1252.0,1290.0,1496.0,1500.0,2300.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17108414586056286,48.04544974008428]}"
612,1866.0,1252.0,565.0,775.0,811.0,1641.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1616518353773079,48.06404486646556]}"
613,1866.0,1252.0,503.0,673.5,705.0,2016.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1368583335356091,48.06611099161903]}"
614,1866.0,1252.0,536.0,706.0,916.0,1532.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.18159443468476127,48.0042170685432]}"
615,1866.0,1252.0,549.5,691.5,739.0,1425.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2066574311116959,48.02451899396429]}"
616,1866.0,1252.0,849.0,1084.0,1024.0,1824.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.14691946471774775,48.01966809143005]}"
617,1866.0,1252.0,842.0,963.5,1069.0,1363.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.18842163084406963,48.0072713405092]}"
618,1866.0,1252.0,494.5,828.5,781.0,3057.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.20962187154929035,48.030807200953134]}"
619,1866.0,1252.0,415.0,554.0,549.0,1362.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.20378282220251345,48.016074830293576]}"
620,1866.0,1252.0,603.0,787.0,969.0,1932.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.22624070430550147,48.01589516723675]}"
621,1866.0,1252.0,728.0,858.0,1112.0,2214.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.21689822535065847,48.00439673160002]}"
622,1866.0,1252.0,639.0,811.5,1091.0,1801.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.32523504861547275,48.01993758601529]}"
623,1866.0,1252.0,302.0,418.0,333.0,894.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.19048775599754453,48.00035431282148]}"
624,1866.0,1252.0,797.0,939.0,1030.0,1944.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.3291876358655986,48.02119522741305]}"
625,1866.0,1252.0,541.0,611.5,652.5,1043.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.18967927224183695,48.00843915037856]}"
626,1866.0,1252.0,765.0,1051.0,1012.0,2468.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1612925092636601,48.09000617817661]}"
627,1866.0,1252.0,828.0,1056.0,1134.0,2680.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.20719642028216764,48.067278801488385]}"
628,1866.0,1252.0,842.5,1008.5,1040.0,1862.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1816842662131732,48.025327477720005]}"
629,1866.0,1252.0,672.5,748.0,800.0,1150.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17377909171292144,48.035837766544205]}"
630,1866.0,1252.0,976.0,1184.0,1290.0,1978.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.33026561420654205,48.025057983134765]}"
631,1866.0,1252.0,982.5,1144.0,1181.0,1584.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1826724130257047,48.0230816895097]}"
632,1866.0,1252.0,1098.0,1626.0,1936.0,2682.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1246412456715836,48.07284835624993]}"
633,1866.0,1252.0,697.0,815.0,850.0,1652.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2470816188970744,48.0403293429648]}"
634,1866.0,1252.0,695.0,1086.0,1246.0,3096.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2970279486941198,48.08075353075018]}"
635,1866.0,1252.0,632.5,809.0,794.5,2073.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1391041217459079,48.06152958367002]}"
636,1866.0,1252.0,861.0,1038.0,1048.0,1670.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1777316789630473,48.050120979561704]}"
637,1866.0,1252.0,770.5,965.5,1096.0,1963.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.3255045432007086,48.02011724907211]}"
638,1866.0,1252.0,910.0,1017.0,1034.0,1331.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17539605922433657,48.02954955955536]}"
639,1866.0,1252.0,607.0,791.0,861.0,1677.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.24429684151630388,48.03071736942472]}"
640,1866.0,1252.0,509.5,678.0,619.0,2248.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1762943745084561,48.083268813545715]}"
641,1866.0,1252.0,620.5,850.5,825.5,2287.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17036549363326725,48.02559697230524]}"
642,1866.0,1252.0,712.0,929.0,1086.0,2624.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.11592758741562424,48.075453470573876]}"
643,1866.0,1252.0,1128.0,1346.0,1455.0,2104.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16650273791155332,48.08263999284683]}"
644,1866.0,1252.0,589.0,735.0,794.0,1478.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.19066741905436843,48.00107296504878]}"
645,1866.0,1252.0,503.0,670.0,662.0,2188.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2423205478912409,48.03619709265785]}"
646,1866.0,1252.0,655.0,769.0,756.0,1446.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17997746717334612,48.00233060644654]}"
647,1866.0,1252.0,756.0,935.0,993.5,1950.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.3308046033770138,48.02415966785065]}"
648,1866.0,1252.0,702.0,862.0,895.0,1769.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17180279808785848,48.03763439711244]}"
649,1866.0,1252.0,1404.0,1461.0,1451.0,1694.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1854571904064752,48.016523987935635]}"
650,1866.0,1252.0,1500.0,1730.0,1974.0,2112.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.19776410979891265,48.00161195421925]}"
651,1866.0,1252.0,697.0,784.0,953.0,1647.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.21824569827683774,48.00942729719109]}"
652,1866.0,1252.0,776.5,1000.0,961.0,2281.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.28076844205155643,48.0117629169298]}"
653,1866.0,1252.0,615.5,848.0,964.0,2553.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2228271062258473,48.01715280863451]}"
654,1866.0,1252.0,854.0,1194.0,1196.0,3038.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.33314022311572455,48.02945972802696]}"
655,1866.0,1252.0,1356.0,1610.0,1792.0,2326.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16811970542296845,48.04994131650488]}"
656,1866.0,1252.0,815.5,1024.5,1020.5,1975.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1909369136396043,48.03026821178266]}"
657,1866.0,1252.0,637.0,750.0,743.0,1039.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2062981049980481,48.058205817118775]}"
658,1866.0,1252.0,510.5,787.0,829.0,2456.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.18536735887806327,48.05209727318677]}"
659,1866.0,1252.0,727.0,859.0,900.5,1400.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2076455779242274,48.00852898190697]}"
660,1866.0,1252.0,626.0,780.0,810.5,2035.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1794384780028744,48.0087984764922]}"
661,1866.0,1252.0,1722.0,1872.0,1848.0,3144.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.21034052377658596,48.04050900602162]}"
662,1866.0,1252.0,605.0,688.0,752.0,1344.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2204016549587246,48.01203241151504]}"
663,1866.0,1252.0,871.0,1134.0,932.0,2896.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.14727879083139556,48.0185002815607]}"
664,1866.0,1252.0,845.0,955.5,960.0,2165.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16901802070708796,48.03377164139073]}"
665,1866.0,1252.0,743.0,858.0,877.0,1240.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1785401627187549,48.053444746112945]}"
666,1866.0,1252.0,612.0,802.5,962.5,1916.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.18123510857111347,48.015086683481044]}"
667,1866.0,1252.0,730.0,942.0,965.0,2242.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.11143601099502665,48.02901057038489]}"
668,1866.0,1252.0,679.0,872.0,859.0,2214.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.21411344796988793,48.0132900529128]}"
669,1866.0,1252.0,369.0,547.0,509.0,1501.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.21564058395289112,48.058654974760834]}"
670,1866.0,1252.0,536.0,607.0,625.0,1616.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.24753077653913413,48.00619336216826]}"
671,1866.0,1252.0,487.0,596.0,580.0,1240.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.09400869448310792,48.00215094338972]}"
672,1866.0,1252.0,2734.0,2980.0,3100.0,3340.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17818083660510708,48.025507140776824]}"
673,1866.0,1252.0,714.0,795.0,809.0,1158.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.14817710611551507,48.04095816366368]}"
674,1866.0,1252.0,682.0,1010.0,1074.0,3060.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.26738354431817557,48.01257140068551]}"
675,1866.0,1252.0,642.5,778.0,823.0,1674.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.23657133007287598,48.035837766544205]}"
676,1866.0,1252.0,564.0,625.0,640.0,1179.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.23495436256146085,48.0177816293334]}"
677,1866.0,1252.0,1024.0,1126.0,1248.0,1558.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17315027101403777,48.0441022671581]}"
678,1866.0,1252.0,590.0,810.0,802.0,1642.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.09733246103435016,48.022452868810824]}"
679,1866.0,1252.0,575.0,805.5,1061.0,2078.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1777316789630473,48.00691201439555]}"
680,1866.0,1252.0,735.5,832.0,918.0,1623.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.20584894735598835,48.02478848854953]}"
681,1866.0,1252.0,725.0,838.0,846.0,2044.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2434883577605963,48.03799372322609]}"
682,1866.0,1252.0,1604.0,1724.0,1839.0,2737.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16686206402520112,48.045629403141106]}"
683,1866.0,1252.0,554.0,746.0,844.0,2395.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1346125453253103,48.01086460164568]}"
684,1866.0,1252.0,685.0,872.0,982.0,1814.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.14170923606985453,48.03484961973167]}"
685,1866.0,1252.0,511.0,704.0,910.0,1861.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17584521686639634,48.02056640671417]}"
686,1866.0,1252.0,413.0,698.0,559.0,3031.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.28301423026185524,48.07383650306246]}"
687,1866.0,1252.0,369.0,505.0,563.0,1299.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.20360315914568955,48.0050255522989]}"
688,1866.0,1252.0,796.5,866.0,864.0,1471.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1451228341495087,48.0388022069818]}"
689,1866.0,1252.0,666.5,769.0,823.5,1118.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.19084708211119233,48.05596002890848]}"
690,1866.0,1252.0,833.0,880.0,921.0,1353.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.18554702193488717,48.00403740548637]}"
691,1866.0,1252.0,802.0,1188.0,1478.0,2910.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.30268733498407274,48.079226394767176]}"
692,1866.0,1252.0,981.0,1060.0,1047.0,1775.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2106100183618218,48.009157802605856]}"
693,1866.0,1252.0,892.0,1040.0,1042.0,1886.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1515008726667573,48.019129102259576]}"
694,1866.0,1252.0,672.0,740.0,816.0,1145.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.18240291844046883,48.00484588924208]}"
695,1866.0,1252.0,506.5,758.0,638.5,2941.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.21132867058911742,48.00322892173067]}"
696,1866.0,1252.0,258.0,441.0,403.0,2128.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.27807349619919786,48.07500431293181]}"
697,1866.0,1252.0,337.5,586.5,397.0,3250.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.22668986194756124,48.01346971596963]}"
698,1866.0,1252.0,788.0,1230.0,1252.0,2201.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.10990887501202345,48.05290575694247]}"
699,1866.0,1252.0,496.5,717.5,703.0,1830.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1931827018499031,48.021734216583525]}"
700,1866.0,1252.0,744.5,932.0,1106.0,1616.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1832114021961764,48.01724264016293]}"
701,1866.0,1252.0,1012.0,1248.0,1244.0,2811.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2641496092953453,48.01095443317409]}"
702,1866.0,1252.0,558.5,829.0,778.0,2887.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.20288450691839394,48.01966809143005]}"
703,1866.0,1252.0,643.0,715.5,742.0,1318.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1222157944044609,48.015266346537864]}"
704,1866.0,1252.0,1072.0,1554.0,1818.0,2752.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.30268733498407274,48.07904673171035]}"
705,1866.0,1252.0,500.5,695.5,672.0,2485.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.13344473545595492,48.062248235897314]}"
706,1866.0,1252.0,652.5,877.0,931.5,2593.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17216212420150628,48.04931249580599]}"
707,1866.0,1252.0,725.0,811.5,857.0,1193.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1911165766964282,48.01472735736739]}"
708,1866.0,1252.0,511.0,792.0,689.0,2764.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17153330350262264,48.04679721301046]}"
709,1866.0,1252.0,516.5,741.5,835.0,2519.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.20674726264010787,48.08856887372202]}"
710,1866.0,1252.0,624.0,871.0,861.0,2624.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.23881711828317478,48.0327834945782]}"
711,1866.0,1252.0,547.5,719.5,749.0,1256.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.33008595114971817,48.02209354269717]}"
712,1866.0,1252.0,492.0,647.5,675.0,1903.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.3344876960419038,48.0583854801756]}"
713,1866.0,1252.0,946.0,1102.0,1112.0,2029.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.18617584263377082,48.01068493858885]}"
714,1866.0,1252.0,406.0,564.0,580.0,1427.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.22983396544197957,48.000983133520364]}"
715,1866.0,1252.0,712.5,925.0,1002.5,1766.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.07972548146560753,48.06377537188032]}"
716,1866.0,1252.0,694.5,868.0,859.0,2142.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1618314984341318,48.0117629169298]}"
717,1866.0,1252.0,804.0,1121.0,1477.0,2473.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.22381525303837876,48.01302055832757]}"
718,1866.0,1252.0,719.0,1060.0,1220.0,2853.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2952313181258807,48.043203951873984]}"
719,1866.0,1252.0,1278.0,1288.0,1215.0,1332.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.15742975354194613,48.00924763413426]}"
720,1866.0,1252.0,759.0,898.0,944.0,2524.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.11583775588721229,48.076531448914814]}"
721,1866.0,1252.0,745.5,867.5,991.0,1711.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2128558065721206,48.00718150898079]}"
722,1866.0,1252.0,604.0,757.0,744.0,1648.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2076455779242274,48.00215094338972]}"
723,1866.0,1252.0,955.0,1203.0,1402.0,2673.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.19219455503737162,48.01454769431057]}"
724,1866.0,1252.0,636.5,735.5,722.0,1842.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16515526498537403,48.022722363396056]}"
725,1866.0,1252.0,640.5,737.0,716.0,1264.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.20935237696405448,48.00376791090113]}"
726,1866.0,1252.0,467.5,664.0,741.0,2213.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16659256943996525,48.02083590129941]}"
727,1866.0,1252.0,574.0,848.0,913.0,2466.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2973872748077676,48.080663699221766]}"
728,1866.0,1252.0,1131.0,1288.0,1242.0,2137.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1807859509290537,48.00628319369667]}"
