system:index,B11,B12,B2,B3,B4,B8,label,.geo
729,1866.0,1252.0,481.0,681.0,662.0,2134.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1974946152136768,48.01373921055486]}"
730,1866.0,1252.0,813.0,868.0,933.0,1244.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.20279467538998197,48.00304925867384]}"
731,1866.0,1252.0,465.5,683.5,593.0,2655.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.22651019889073734,48.07311785083516]}"
732,1866.0,1252.0,1050.0,1306.0,1362.0,2718.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.15707042742829833,48.016973145577694]}"
733,1866.0,1252.0,841.0,1013.0,1206.0,1826.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1770130267357517,48.00251026950337]}"
734,1866.0,1252.0,1070.0,1294.0,1514.0,2341.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.15392632393388,48.03026821178266]}"
735,1866.0,1252.0,482.0,690.5,897.0,2192.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.20935237696405448,48.030088548725836]}"
736,1866.0,1252.0,690.0,904.0,956.0,2180.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.15832806882606565,48.06314655118143]}"
737,1866.0,1252.0,848.0,929.0,982.0,1228.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1833910652530003,48.01194257998662]}"
738,1866.0,1252.0,953.0,1306.0,1386.0,2633.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.3246062279165891,48.02559697230524]}"
739,1866.0,1252.0,837.5,1037.0,1069.0,2074.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.20468113748663297,48.07006357886915]}"
740,1866.0,1252.0,786.5,1052.0,1133.0,2696.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.0805339652213151,48.08461628647189]}"
741,1866.0,1252.0,699.0,946.5,1077.0,2484.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1903979244691326,48.03484961973167]}"
742,1866.0,1252.0,491.0,712.0,716.0,2050.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2381882975842911,48.03314282069184]}"
743,1866.0,1252.0,754.0,926.0,963.0,1615.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2078252409810513,48.02371051020859]}"
744,1866.0,1252.0,813.5,1121.0,1255.0,2217.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.06580159456175495,48.0591041324029]}"
745,1866.0,1252.0,611.0,756.0,795.0,2056.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.13991260550161547,48.00547470994096]}"
746,1866.0,1252.0,976.5,1217.0,1292.0,2873.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17620454298004415,48.01733247169134]}"
747,1866.0,1252.0,779.0,984.0,1023.0,2024.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2207609810723724,48.008888308020616]}"
748,1866.0,1252.0,740.5,967.5,928.0,2647.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.30071104135900983,48.051558284016295]}"
749,1866.0,1252.0,835.0,1010.5,1197.0,2175.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.19453017477608237,48.076531448914814]}"
750,1866.0,1252.0,563.0,849.0,805.0,2678.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.11089702182455492,48.07212970402263]}"
751,1866.0,1252.0,394.0,651.0,511.5,2787.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2575020761928608,48.05434306139706]}"
752,1866.0,1252.0,642.5,879.0,1031.0,2813.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.24582397749930707,48.03386147291914]}"
753,1866.0,1252.0,472.0,574.5,578.0,1212.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.3238875756892935,48.009606960247915]}"
754,1866.0,1252.0,516.0,791.0,668.0,3211.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.10424948872207047,48.04544974008428]}"
755,1866.0,1252.0,559.5,655.0,664.5,1327.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.20126753940697878,48.02020708060052]}"
756,1866.0,1252.0,629.0,793.0,761.0,2233.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1601246993943047,48.018859607674344]}"
757,1866.0,1252.0,691.0,987.0,1079.0,2510.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.19372169102037481,48.02011724907211]}"
758,1866.0,1252.0,1187.0,1467.0,1648.0,2943.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.15365682934864414,48.03736490252721]}"
759,1866.0,1252.0,813.0,910.0,993.0,1446.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1749469015822768,48.02703427675983]}"
760,1866.0,1252.0,571.5,866.0,815.0,2994.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.22480339985091025,48.02083590129941]}"
761,1866.0,1252.0,497.5,570.0,609.5,1315.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.19426068019084652,48.025507140776824]}"
762,1866.0,1252.0,1090.0,1190.0,1260.0,1498.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16255015066142742,48.08605359092648]}"
763,1866.0,1252.0,561.5,763.5,727.5,2038.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1916555658668999,48.01212224304345]}"
764,1866.0,1252.0,798.5,890.0,938.5,1493.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.22785767181691663,48.023171521038115]}"
765,1866.0,1252.0,625.0,976.0,1100.0,2374.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.29918390537600664,48.080933193807]}"
766,1866.0,1252.0,718.0,741.0,802.5,1015.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1826724130257047,48.02802242357236]}"
767,1866.0,1252.0,1080.0,1196.0,1378.0,1593.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16317897136031106,48.07150088332375]}"
768,1866.0,1252.0,869.5,1006.0,1026.0,1501.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17674353215051586,48.035837766544205]}"
769,1866.0,1252.0,620.0,954.5,890.5,2881.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17916898341763857,48.035119114316906]}"
770,1866.0,1252.0,609.0,693.0,721.0,1105.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.18312157066776447,48.002420437974955]}"
771,1866.0,1252.0,1046.0,1180.0,1258.0,1798.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.28822445890974846,48.00807982426491]}"
772,1866.0,1252.0,766.0,819.0,857.0,1298.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.14476350803586088,48.03853271239656]}"
773,1866.0,1252.0,554.5,891.0,788.0,3607.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.13182776794453976,48.06530250786332]}"
774,1866.0,1252.0,637.0,966.0,975.0,2520.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.22552205207820586,48.07177037790898]}"
775,1866.0,1252.0,634.0,799.5,863.5,2231.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1582382372976537,48.02236303728241]}"
776,1866.0,1252.0,807.5,1024.5,1085.0,2614.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16138234079207203,48.089467189006136]}"
777,1866.0,1252.0,523.0,589.0,673.0,1070.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.326672353070064,48.016973145577694]}"
778,1866.0,1252.0,783.0,1018.5,1240.0,2014.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.32541471167229663,48.009786623304734]}"
779,1866.0,1252.0,957.5,1121.0,1205.0,1584.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.3288283097519508,48.015086683481044]}"
780,1866.0,1252.0,777.5,923.0,977.5,1508.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.294782160483821,48.04760569676617]}"
781,1866.0,1252.0,820.5,875.5,901.5,1367.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.20773540945263935,48.00942729719109]}"
782,1866.0,1252.0,473.5,682.0,738.5,2064.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.22165929635649192,48.015805335708336]}"
783,1866.0,1252.0,522.0,714.0,735.0,1794.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.22112030718602022,48.00736117203761]}"
784,1866.0,1252.0,543.0,778.5,777.5,2293.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17970797258811028,48.021285058941466]}"
785,1866.0,1252.0,943.5,1145.0,1074.0,2658.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.18312157066776447,48.02335118409494]}"
786,1866.0,1252.0,854.0,941.0,984.0,1584.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.3277503314110074,48.03071736942472]}"
787,1866.0,1252.0,506.0,719.0,720.0,2562.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2166287307654226,48.00987645483315]}"
788,1866.0,1252.0,938.5,997.0,1023.0,1340.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16120267773524813,48.08551460175601]}"
789,1866.0,1252.0,940.0,1130.0,1162.0,1543.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17395875476974534,48.000084818236246]}"
790,1866.0,1252.0,697.0,830.0,912.0,1842.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.33143342407589743,48.01499685195263]}"
791,1866.0,1252.0,710.0,898.0,956.5,2074.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.23675099312969988,48.03422079903279]}"
792,1866.0,1252.0,852.0,994.5,983.5,2118.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.11197500016549836,48.079226394767176]}"
793,1866.0,1252.0,709.5,1041.0,1366.0,2887.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.18617584263377082,48.02730377134507]}"
794,1866.0,1252.0,330.5,402.0,375.0,809.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2128558065721206,48.002869595617014]}"
795,1866.0,1252.0,621.5,979.0,956.5,2936.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.30071104135900983,48.07509414446022]}"
796,1866.0,1252.0,665.0,782.0,939.0,1378.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.18276224455411663,48.00116279657719]}"
797,1866.0,1252.0,1309.0,1366.0,1564.0,2009.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2601071905168074,48.04005984837956]}"
798,1866.0,1252.0,589.0,689.0,705.0,1787.5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1768333636789278,48.08641291704013]}"
799,1866.0,1252.0,1166.0,1626.0,1936.0,2566.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.23881711828317478,48.031525853180426]}"
800,1866.0,1252.0,1123.0,1589.0,1910.0,2541.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.19291320726466724,48.01445786278216]}"
801,1866.0,1252.0,2600.0,2477.0,2739.0,3036.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17584521686639634,48.01203241151504]}"
802,1866.0,1252.0,1302.0,1666.0,2010.0,2335.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.21950333967460509,48.045809066197926]}"
803,1866.0,1252.0,937.0,1553.0,1678.0,2219.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.21150833364594132,48.007001845923966]}"
804,1866.0,1252.0,1127.0,1343.0,1389.0,1672.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.29855508467712294,48.04805485440823]}"
805,1866.0,1252.0,2215.0,2932.0,3299.0,4353.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2962194649384122,48.04500058244222]}"
806,1866.0,1252.0,1688.0,2008.0,2502.0,3143.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2831040617902672,48.055151545152775]}"
807,1866.0,1252.0,1328.0,1478.0,1506.0,1924.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1327260832286593,48.00673235133873]}"
808,1866.0,1252.0,1244.0,1641.0,1792.0,2178.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.18312157066776447,48.01894943920276]}"
809,1866.0,1252.0,978.5,1405.0,1643.0,2103.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.19408101713402262,48.01472735736739]}"
810,1866.0,1252.0,1160.0,1148.0,1117.0,1204.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.15814840576924175,48.00906797107744]}"
811,1866.0,1252.0,1232.0,1538.0,1896.0,2151.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2198626657882529,48.04616839231158]}"
812,1866.0,1252.0,1179.0,1317.0,1327.0,1530.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2136642903278282,48.04544974008428]}"
813,1866.0,1252.0,1181.0,1420.0,1592.0,1979.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.29846525314871103,48.0478751913514]}"
814,1866.0,1252.0,1438.0,1930.0,2031.0,2442.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1246412456715836,48.01472735736739]}"
815,1866.0,1252.0,1710.0,1927.0,2105.0,2637.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2978364324498273,48.01373921055486]}"
816,1866.0,1252.0,711.0,791.5,854.0,1296.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.21393378491306403,48.04544974008428]}"
817,1866.0,1252.0,1934.0,2515.0,2879.0,3909.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2945126658985851,48.044820919385394]}"
818,1866.0,1252.0,1486.0,2001.0,2431.0,2926.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1954284900602019,48.01706297710611]}"
819,1866.0,1252.0,866.0,1168.0,1200.0,1511.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.15347716629182023,48.016254493350395]}"
820,1866.0,1252.0,2088.0,2405.0,2740.0,3151.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16255015066142742,48.05362440916977]}"
821,1866.0,1252.0,2352.0,2992.0,3455.0,4400.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2963991279952361,48.04518024549905]}"
822,1866.0,1252.0,964.0,1117.0,1220.0,1410.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.12455141414317165,48.0155358411231]}"
823,1866.0,1252.0,1107.0,1066.0,1175.0,1404.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16946717834914773,48.04589889772634]}"
824,1866.0,1252.0,1698.0,2178.0,2744.0,3528.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.09077475946027765,48.08416712882983]}"
825,1866.0,1252.0,2206.0,2766.0,3062.0,4069.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2952313181258807,48.04473108785699]}"
826,1866.0,1252.0,1160.0,1148.0,1117.0,1204.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1580585742408298,48.00906797107744]}"
827,1866.0,1252.0,2949.0,3244.0,3329.0,3523.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17566555380957244,48.01194257998662]}"
828,1866.0,1252.0,1006.0,1178.0,1251.0,1535.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2974771063361795,48.048234517465055]}"
829,1866.0,1252.0,1641.0,2186.0,2805.0,3294.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.19587764770226165,48.01679348252087]}"
830,1866.0,1252.0,1136.0,1608.0,1955.0,2624.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.21141850211752938,48.0072713405092]}"
831,1866.0,1252.0,930.0,1084.0,1124.0,1410.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1139512937905613,48.016973145577694]}"
832,1866.0,1252.0,1050.0,1036.0,1246.0,1407.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.15347716629182023,48.01616466182198]}"
833,1866.0,1252.0,723.5,766.0,814.0,1162.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.28319389331867917,48.064673687164436]}"
834,1866.0,1252.0,1771.0,1892.0,1809.0,2077.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2990042423191827,48.01418836819692]}"
835,1866.0,1252.0,2174.0,2896.0,3213.0,4246.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2960398018815883,48.04518024549905]}"
836,1866.0,1252.0,1200.0,1462.0,1578.0,2293.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1659637487410816,48.01320022138439]}"
837,1866.0,1252.0,1305.0,1463.0,1607.0,2037.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1592263841101852,48.083987465773006]}"
838,1866.0,1252.0,1606.0,1946.0,2244.0,2757.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.21923384508936922,48.045629403141106]}"
839,1866.0,1252.0,2451.0,3074.0,3579.0,4706.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2972076117509437,48.046527718425224]}"
840,1866.0,1252.0,869.5,973.5,937.0,1859.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.15796874271241784,48.00852898190697]}"
841,1866.0,1252.0,2422.0,3154.0,3483.0,4557.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.294782160483821,48.045090413970634]}"
842,1866.0,1252.0,1820.0,2158.0,2336.0,3049.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16578408568425768,48.05811598559037]}"
843,1866.0,1252.0,1136.0,1400.0,1508.0,1821.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.29801609550665126,48.047965022879815]}"
844,1866.0,1252.0,2456.0,3049.0,3502.0,4375.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.29855508467712294,48.04616839231158]}"
845,1866.0,1252.0,2445.0,3034.0,3510.0,4423.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.29846525314871103,48.04625822383999]}"
846,1866.0,1252.0,947.5,1058.0,1417.0,1629.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.19372169102037481,48.078956900181936]}"
847,1866.0,1252.0,961.0,1073.0,1129.0,1516.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.29954323148965445,48.01463752583898]}"
848,1866.0,1252.0,2086.0,2621.0,3034.0,4150.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2951414865974688,48.045629403141106]}"
849,1866.0,1252.0,1140.0,1238.0,1290.0,1731.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2419612217775931,48.02694444523142]}"
850,1866.0,1252.0,1215.0,1190.0,1154.0,1262.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1578789111840059,48.009157802605856]}"
851,1866.0,1252.0,1082.0,1023.0,1015.5,1094.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.15760941659877004,48.00897813954903]}"
852,1866.0,1252.0,1241.0,1420.0,1639.0,1976.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1592263841101852,48.08416712882983]}"
853,1866.0,1252.0,973.0,1310.0,1564.0,1927.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1661434117979055,48.05604986043689]}"
854,1866.0,1252.0,1299.0,1497.0,1420.0,1633.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16937734682073577,48.045809066197926]}"
855,1866.0,1252.0,1984.0,2446.0,3042.0,3495.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.09158324321598521,48.08389763424459]}"
856,1866.0,1252.0,1215.0,1190.0,1154.0,1262.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.15778907965559394,48.009157802605856]}"
857,1866.0,1252.0,2462.0,3067.0,3375.0,4482.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2960398018815883,48.04553957161269]}"
858,1866.0,1252.0,1268.0,1636.0,1826.0,2326.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16605358026949354,48.0132900529128]}"
859,1866.0,1252.0,2476.0,3161.0,3496.0,4602.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2948719920122329,48.04500058244222]}"
860,1866.0,1252.0,1114.0,1110.0,1070.0,1258.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1582382372976537,48.00852898190697]}"
861,1866.0,1252.0,1036.0,1460.0,1642.0,2626.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.21932367661778118,48.04535990855587]}"
862,1866.0,1252.0,1336.0,1286.0,1392.0,1511.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16865869459344016,48.045809066197926]}"
863,1866.0,1252.0,2331.0,3004.0,3479.0,4579.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2970279486941198,48.04661754995364]}"
864,1866.0,1252.0,2435.0,3114.0,3466.0,4658.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.29469232895540903,48.04473108785699]}"
865,1866.0,1252.0,1738.0,2206.0,2978.0,3488.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.09050526487504179,48.084256960358246]}"
866,1866.0,1252.0,1036.0,1460.0,1642.0,2626.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.21941350814619312,48.04535990855587]}"
867,1866.0,1252.0,1262.0,1182.0,1168.0,1256.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1582382372976537,48.00861881343538]}"
868,1866.0,1252.0,1122.0,1303.0,1356.0,1737.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.29765676939300345,48.04814468593664]}"
869,1866.0,1252.0,1201.0,1433.0,1492.0,1818.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.29954323148965445,48.01382904208327]}"
870,1866.0,1252.0,1317.0,1450.0,1577.0,2092.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16335863441713497,48.052007441658354]}"
871,1866.0,1252.0,1159.0,1746.0,1972.0,2794.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.21150833364594132,48.00718150898079]}"
872,1866.0,1252.0,1082.0,1208.0,1246.0,1494.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.33466735909872775,48.029908885669016]}"
873,1866.0,1252.0,2085.0,2537.0,2834.0,3904.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.28130743122202817,48.039610690737504]}"
874,1866.0,1252.0,1019.5,1366.0,1592.0,1992.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.19399118560561066,48.01418836819692]}"
875,1866.0,1252.0,882.0,933.0,973.0,1327.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.14575165484839236,48.01706297710611]}"
876,1866.0,1252.0,1334.0,1829.0,2159.0,2618.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.12544972942729118,48.01490702042422]}"
877,1866.0,1252.0,1125.0,1643.0,1917.0,2564.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.19291320726466724,48.01454769431057]}"
878,1866.0,1252.0,1693.0,1922.0,2112.0,2374.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2998127260748903,48.0140087051401]}"
879,1866.0,1252.0,2145.0,2753.0,3107.0,4410.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2971177802225317,48.04670738148205]}"
880,1866.0,1252.0,5384.0,5292.0,5086.0,4851.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1771926897925756,48.033232652220256]}"
881,1866.0,1252.0,747.0,818.0,782.0,1446.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.19641663687273336,48.03242416846455]}"
882,1866.0,1252.0,1176.0,1342.0,1435.0,1774.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.29837542162029906,48.04814468593664]}"
883,1866.0,1252.0,1050.0,1107.0,1228.0,1485.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.29846525314871103,48.01409853666851]}"
884,1866.0,1252.0,1097.0,1658.0,1927.0,2579.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.21150833364594132,48.00709167745238]}"
885,1866.0,1252.0,877.5,1027.0,1075.0,2086.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16955700987755967,48.046078560783165]}"
886,1866.0,1252.0,1920.0,2436.0,2663.0,3657.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2972076117509437,48.04616839231158]}"
887,1866.0,1252.0,2059.0,2628.0,2854.0,4268.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2978364324498273,48.04553957161269]}"
888,1866.0,1252.0,1154.0,1294.0,1310.0,1675.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.16479593887172622,48.05048030567535]}"
889,1866.0,1252.0,2228.0,2559.0,2772.0,3011.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2990940738475947,48.01364937902645]}"
890,1866.0,1252.0,871.0,971.5,1062.0,1367.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.30008222066012613,48.01409853666851]}"
891,1866.0,1252.0,912.5,1157.0,1491.0,2203.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1620111614909557,48.05398373528342]}"
892,1866.0,1252.0,1244.0,1480.0,1652.0,2203.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.22049148648713654,48.04571923466952]}"
893,1866.0,1252.0,2979.0,3441.0,3676.0,4106.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.17611471145163218,48.011493422344564]}"
894,1866.0,1252.0,1170.0,1444.0,1594.0,2120.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.29990255760330226,48.04679721301046]}"
895,1866.0,1252.0,1409.0,1927.0,2424.0,2955.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.1246412456715836,48.01499685195263]}"
896,1866.0,1252.0,1114.0,1518.0,1800.0,2290.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.18159443468476127,48.03332248374867]}"
897,1866.0,1252.0,1148.0,1360.0,1456.0,1884.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.28256507261979547,48.01014594941839]}"
898,1866.0,1252.0,1008.5,1159.0,1324.0,1766.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.15931621563859713,48.084256960358246]}"
899,1866.0,1252.0,2420.0,3161.0,3666.0,4740.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2971177802225317,48.04661754995364]}"
900,1866.0,1252.0,1735.0,2051.0,2206.0,3230.5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.29630929646682413,48.04715653912411]}"
